Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
713AZ.带电,"DB185,D2448.1",Boolean,1,RO,1000,,,,,,,,,,713AZ液压站,
713AZ.挂牌,"DB185,DBW2738",Short,1,R/W,1000,,,,,,,,,,713AZ液压站,
713CZ.带电,"DB185,D2466.1",Boolean,1,RO,1000,,,,,,,,,,713CZ液压站,
713CZ.挂牌,"DB185,DBW2758",Short,1,R/W,1000,,,,,,,,,,713CZ液压站,
713EZ.带电,"DB185,D2412.1",Boolean,1,RO,1000,,,,,,,,,,713EZ液压站,
713EZ.挂牌,"DB185,DBW2698",Short,1,R/W,1000,,,,,,,,,,713EZ液压站,
713GZ.带电,"DB185,D2430.1",Boolean,1,RO,1000,,,,,,,,,,713GZ液压站,
713GZ.挂牌,"DB185,DBW2718",Short,1,R/W,1000,,,,,,,,,,713GZ液压站,
721.带电,"DB185,D3618.1",Boolean,1,RO,1000,,,,,,,,,,721给煤机,
721.挂牌,"DB185,DBW3998",Short,1,R/W,1000,,,,,,,,,,721给煤机,
721f.带电,"DB185,D3312.1",Boolean,1,RO,1000,,,,,,,,,,721f风扇电机,
721f.挂牌,"DB185,DBW3658",Short,1,R/W,1000,,,,,,,,,,721f风扇电机,
721Z.带电,"DB185,D3204.1",Boolean,1,RO,1000,,,,,,,,,,721Z闸门液压站,
721Z.挂牌,"DB185,DBW3538",Short,1,R/W,1000,,,,,,,,,,721Z闸门液压站,
722.带电,"DB185,D3636.1",Boolean,1,RO,1000,,,,,,,,,,722给煤机,
722.挂牌,"DB185,DBW4018",Short,1,R/W,1000,,,,,,,,,,722给煤机,
722f.带电,"DB185,D3330.1",Boolean,1,RO,1000,,,,,,,,,,722f风扇电机,
722f.挂牌,"DB185,DBW3678",Short,1,R/W,1000,,,,,,,,,,722f风扇电机,
723.带电,"DB185,D3654.1",Boolean,1,RO,1000,,,,,,,,,,723给煤机,
723.挂牌,"DB185,DBW4038",Short,1,R/W,1000,,,,,,,,,,723给煤机,
723f.带电,"DB185,D3348.1",Boolean,1,RO,1000,,,,,,,,,,723f风扇电机,
723f.挂牌,"DB185,DBW3698",Short,1,R/W,1000,,,,,,,,,,723f风扇电机,
724.带电,"DB185,D3672.1",Boolean,1,RO,1000,,,,,,,,,,724给煤机,
724.挂牌,"DB185,DBW4058",Short,1,R/W,1000,,,,,,,,,,724给煤机,
724f.带电,"DB185,D3366.1",Boolean,1,RO,1000,,,,,,,,,,724f风扇电机,
724f.挂牌,"DB185,DBW3718",Short,1,R/W,1000,,,,,,,,,,724f风扇电机,
725.带电,"DB185,D3690.1",Boolean,1,RO,1000,,,,,,,,,,725给煤机,
725.挂牌,"DB185,DBW4078",Short,1,R/W,1000,,,,,,,,,,725给煤机,
725f.带电,"DB185,D3384.1",Boolean,1,RO,1000,,,,,,,,,,725f风扇电机,
725f.挂牌,"DB185,DBW3738",Short,1,R/W,1000,,,,,,,,,,725f风扇电机,
725Z.带电,"DB185,D3222.1",Boolean,1,RO,1000,,,,,,,,,,725Z闸门液压站,
725Z.挂牌,"DB185,DBW3558",Short,1,R/W,1000,,,,,,,,,,725Z闸门液压站,
726.带电,"DB185,D3708.1",Boolean,1,RO,1000,,,,,,,,,,726给煤机,
726.挂牌,"DB185,DBW4098",Short,1,R/W,1000,,,,,,,,,,726给煤机,
726f.带电,"DB185,D3402.1",Boolean,1,RO,1000,,,,,,,,,,726f风扇电机,
726f.挂牌,"DB185,DBW3758",Short,1,R/W,1000,,,,,,,,,,726f风扇电机,
727.带电,"DB185,D3726.1",Boolean,1,RO,1000,,,,,,,,,,727给煤机,
727.挂牌,"DB185,DBW4118",Short,1,R/W,1000,,,,,,,,,,727给煤机,
727f.带电,"DB185,D3420.1",Boolean,1,RO,1000,,,,,,,,,,727f风扇电机,
727f.挂牌,"DB185,DBW3778",Short,1,R/W,1000,,,,,,,,,,727f风扇电机,
728.带电,"DB185,D3744.1",Boolean,1,RO,1000,,,,,,,,,,728给煤机,
728.挂牌,"DB185,DBW4138",Short,1,R/W,1000,,,,,,,,,,728给煤机,
728f.带电,"DB185,D3438.1",Boolean,1,RO,1000,,,,,,,,,,728f风扇电机,
728f.挂牌,"DB185,DBW3798",Short,1,R/W,1000,,,,,,,,,,728f风扇电机,
729.带电,"DB185,D3762.1",Boolean,1,RO,1000,,,,,,,,,,729给煤机,
729.挂牌,"DB185,DBW4158",Short,1,R/W,1000,,,,,,,,,,729给煤机,
729f.带电,"DB185,D3456.1",Boolean,1,RO,1000,,,,,,,,,,729f风扇电机,
729f.挂牌,"DB185,DBW3818",Short,1,R/W,1000,,,,,,,,,,729f风扇电机,
729Z.带电,"DB185,D3240.1",Boolean,1,RO,1000,,,,,,,,,,729Z闸门液压站,
729Z.挂牌,"DB185,DBW3578",Short,1,R/W,1000,,,,,,,,,,729Z闸门液压站,
730.带电,"DB185,D3780.1",Boolean,1,RO,1000,,,,,,,,,,730给煤机,
730.挂牌,"DB185,DBW4178",Short,1,R/W,1000,,,,,,,,,,730给煤机,
730f.带电,"DB185,D3474.1",Boolean,1,RO,1000,,,,,,,,,,730f风扇电机,
730f.挂牌,"DB185,DBW3838",Short,1,R/W,1000,,,,,,,,,,730f风扇电机,
731.带电,"DB185,D3798.1",Boolean,1,RO,1000,,,,,,,,,,731给煤机,
731.挂牌,"DB185,DBW4198",Short,1,R/W,1000,,,,,,,,,,731给煤机,
731f.带电,"DB185,D3492.1",Boolean,1,RO,1000,,,,,,,,,,731f风扇电机,
731f.挂牌,"DB185,DBW3858",Short,1,R/W,1000,,,,,,,,,,731f风扇电机,
732.带电,"DB185,D3816.1",Boolean,1,RO,1000,,,,,,,,,,732给煤机,
732.挂牌,"DB185,DBW4218",Short,1,R/W,1000,,,,,,,,,,732给煤机,
732f.带电,"DB185,D3510.1",Boolean,1,RO,1000,,,,,,,,,,732f风扇电机,
732f.挂牌,"DB185,DBW3878",Short,1,R/W,1000,,,,,,,,,,732f风扇电机,
733.带电,"DB185,D3834.1",Boolean,1,RO,1000,,,,,,,,,,733给煤机,
733.挂牌,"DB185,DBW4238",Short,1,R/W,1000,,,,,,,,,,733给煤机,
733f.带电,"DB185,D3528.1",Boolean,1,RO,1000,,,,,,,,,,733f风扇电机,
733f.挂牌,"DB185,DBW3898",Short,1,R/W,1000,,,,,,,,,,733f风扇电机,
733Z.带电,"DB185,D3258.1",Boolean,1,RO,1000,,,,,,,,,,733Z闸门液压站,
733Z.挂牌,"DB185,DBW3598",Short,1,R/W,1000,,,,,,,,,,733Z闸门液压站,
734.带电,"DB185,D3852.1",Boolean,1,RO,1000,,,,,,,,,,734给煤机,
734.挂牌,"DB185,DBW4258",Short,1,R/W,1000,,,,,,,,,,734给煤机,
734f.带电,"DB185,D3546.1",Boolean,1,RO,1000,,,,,,,,,,734f风扇电机,
734f.挂牌,"DB185,DBW3918",Short,1,R/W,1000,,,,,,,,,,734f风扇电机,
735.带电,"DB185,D3870.1",Boolean,1,RO,1000,,,,,,,,,,735给煤机,
735.挂牌,"DB185,DBW4278",Short,1,R/W,1000,,,,,,,,,,735给煤机,
735f.带电,"DB185,D3564.1",Boolean,1,RO,1000,,,,,,,,,,735f风扇电机,
735f.挂牌,"DB185,DBW3938",Short,1,R/W,1000,,,,,,,,,,735f风扇电机,
736.带电,"DB185,D3888.1",Boolean,1,RO,1000,,,,,,,,,,736给煤机,
736.挂牌,"DB185,DBW4298",Short,1,R/W,1000,,,,,,,,,,736给煤机,
736f.带电,"DB185,D3582.1",Boolean,1,RO,1000,,,,,,,,,,736f风扇电机,
736f.挂牌,"DB185,DBW3958",Short,1,R/W,1000,,,,,,,,,,736f风扇电机,
737f.带电,"DB185,D3600.1",Boolean,1,RO,1000,,,,,,,,,,737f风扇电机,
737f.挂牌,"DB185,DBW3978",Short,1,R/W,1000,,,,,,,,,,737f风扇电机,
741.带电,"DB185,D1908.1",Boolean,1,RO,1000,,,,,,,,,,741电动葫芦,
741.挂牌,"DB185,DBW2138",Short,1,R/W,1000,,,,,,,,,,741电动葫芦,
743.带电,"DB185,D3276.1",Boolean,1,RO,1000,,,,,,,,,,743排污泵,
743.挂牌,"DB185,DBW3618",Short,1,R/W,1000,,,,,,,,,,743排污泵,
744.带电,"DB185,D3294.1",Boolean,1,RO,1000,,,,,,,,,,744仓下排污泵,
744.挂牌,"DB185,DBW3638",Short,1,R/W,1000,,,,,,,,,,744仓下排污泵,
81DY.带电,"DB185,D1998.1",Boolean,1,RO,1000,,,,,,,,,,81DY产品仓配电室电源,
81DY.挂牌,"DB185,DBW2238",Short,1,R/W,1000,,,,,,,,,,81DY产品仓配电室电源,
901.带电,"DB185,D378.1",Boolean,1,RO,1000,,,,,,,,,,901矸石皮带,
901.挂牌,"DB185,DBW438",Short,1,R/W,1000,,,,,,,,,,901矸石皮带,
902.带电,"DB185,D1368.1",Boolean,1,RO,1000,,,,,,,,,,902矸石给煤机,
902.挂牌,"DB185,DBW1538",Short,1,R/W,1000,,,,,,,,,,902矸石给煤机,
902F.带电,"DB185,D1224.1",Boolean,1,RO,1000,,,,,,,,,,902F风扇电机,
902F.挂牌,"DB185,DBW1378",Short,1,R/W,1000,,,,,,,,,,902F风扇电机,
902Y.带电,"DB185,D342.1",Boolean,1,RO,1000,,,,,,,,,,902Y液压站,
902Y.挂牌,"DB185,DBW398",Short,1,R/W,1000,,,,,,,,,,902Y液压站,
903.带电,"DB185,D1386.1",Boolean,1,RO,1000,,,,,,,,,,903矸石给煤机,
903.挂牌,"DB185,DBW1558",Short,1,R/W,1000,,,,,,,,,,903矸石给煤机,
903F.带电,"DB185,D1242.1",Boolean,1,RO,1000,,,,,,,,,,903F风扇电机,
903F.挂牌,"DB185,DBW1398",Short,1,R/W,1000,,,,,,,,,,903F风扇电机,
906.带电,"DB185,D306.1",Boolean,1,RO,1000,,,,,,,,,,906电动葫芦,
906.挂牌,"DB185,DBW358",Short,1,R/W,1000,,,,,,,,,,906电动葫芦,
907.带电,"DB185,D360.1",Boolean,1,RO,1000,,,,,,,,,,907排污泵,
907.挂牌,"DB185,DBW418",Short,1,R/W,1000,,,,,,,,,,907排污泵,
911.带电,"DB185,D252.1",Boolean,1,RO,1000,,,,,,,,,,911矸石皮带,
911.挂牌,"DB185,DBW298",Short,1,R/W,1000,,,,,,,,,,911矸石皮带,
AA1.带电,"DB185,D2574.1",Boolean,1,RO,1000,,,,,,,,,,AA1消防泵房电源,
AA1.挂牌,"DB185,DBW2878",Short,1,R/W,1000,,,,,,,,,,AA1消防泵房电源,
AA1_1.带电,"DB185,D3078.1",Boolean,1,RO,1000,,,,,,,,,,AA1消防泵房电源1,
AA1_1.挂牌,"DB185,DBW3438",Short,1,R/W,1000,,,,,,,,,,AA1消防泵房电源1,
AA3.带电,"DB185,D2700.1",Boolean,1,RO,1000,,,,,,,,,,AA3消防泵房电源,
AA3.挂牌,"DB185,DBW3018",Short,1,R/W,1000,,,,,,,,,,AA3消防泵房电源,
AP1.带电,"DB185,D2664.1",Boolean,1,RO,1000,,,,,,,,,,AP1办公楼电源,
AP1.挂牌,"DB185,DBW2978",Short,1,R/W,1000,,,,,,,,,,AP1办公楼电源,
HRJZ1X.带电,"DB185,D2682.1",Boolean,1,RO,1000,,,,,,,,,,HRJZ1X换热机组电源,
HRJZ1X.挂牌,"DB185,DBW2998",Short,1,R/W,1000,,,,,,,,,,HRJZ1X换热机组电源,
HRJZ2X.带电,"DB185,D3060.1",Boolean,1,RO,1000,,,,,,,,,,HRJZ2X换热机电源,
HRJZ2X.挂牌,"DB185,DBW3418",Short,1,R/W,1000,,,,,,,,,,HRJZ2X换热机电源,
JHZMX.带电,"DB185,D2916.1",Boolean,1,RO,1000,,,,,,,,,,JHZMX交换站照明电源,
JHZMX.挂牌,"DB185,DBW3258",Short,1,R/W,1000,,,,,,,,,,JHZMX交换站照明电源,
JXCJX_1.带电,"DB185,D3132.1",Boolean,1,RO,1000,,,,,,,,,,JXCJX机修车间电源1,
JXCJX_1.挂牌,"DB185,DBW3498",Short,1,R/W,1000,,,,,,,,,,JXCJX机修车间电源1,
NSMX.带电,"DB185,D2772.1",Boolean,1,RO,1000,,,,,,,,,,NSMX浓缩车间照明电源,
NSMX.挂牌,"DB185,DBW3098",Short,1,R/W,1000,,,,,,,,,,NSMX浓缩车间照明电源,
PLCA1.带电,"DB185,D2844.1",Boolean,1,RO,1000,,,,,,,,,,PLCA1控制电源,
PLCA1.挂牌,"DB185,DBW3178",Short,1,R/W,1000,,,,,,,,,,PLCA1控制电源,
PSB.带电,"DB185,D2988.1",Boolean,1,RO,1000,,,,,,,,,,PSB储煤场排水泵,
PSB.挂牌,"DB185,DBW3338",Short,1,R/W,1000,,,,,,,,,,PSB储煤场排水泵,
PSB2X11.带电,"DB185,D2646.1",Boolean,1,RO,1000,,,,,,,,,,PSB2X11消防排水泵,
PSB2X11.挂牌,"DB185,DBW2958",Short,1,R/W,1000,,,,,,,,,,PSB2X11消防排水泵,
RSJZX.带电,"DB185,D2898.1",Boolean,1,RO,1000,,,,,,,,,,RSJZX热水机电源,
RSJZX.挂牌,"DB185,DBW3238",Short,1,R/W,1000,,,,,,,,,,RSJZX热水机电源,
SQW1.带电,"DB185,D1116.1",Boolean,1,RO,1000,,,,,,,,,,SQW1除尘射雾器,
SQW1.挂牌,"DB185,DBW1258",Short,1,R/W,1000,,,,,,,,,,SQW1除尘射雾器,
SQW2.带电,"DB185,D1098.1",Boolean,1,RO,1000,,,,,,,,,,SQW2除尘射雾器,
SQW2.挂牌,"DB185,DBW1238",Short,1,R/W,1000,,,,,,,,,,SQW2除尘射雾器,
XFP1.带电,"DB185,D2790.1",Boolean,1,RO,1000,,,,,,,,,,XFP1消防炮电源,
XFP1.挂牌,"DB185,DBW3118",Short,1,R/W,1000,,,,,,,,,,XFP1消防炮电源,
XFP2.带电,"DB185,D2808.1",Boolean,1,RO,1000,,,,,,,,,,XFP2消防炮电源,
XFP2.挂牌,"DB185,DBW3138",Short,1,R/W,1000,,,,,,,,,,XFP2消防炮电源,
XFP3.带电,"DB185,D2826.1",Boolean,1,RO,1000,,,,,,,,,,XFP3消防炮电源,
XFP3.挂牌,"DB185,DBW3158",Short,1,R/W,1000,,,,,,,,,,XFP3消防炮电源,
XLFJ.带电,"DB185,D612.1",Boolean,1,RO,1000,,,,,,,,,,XLFJ地道风机,
XLFJ.挂牌,"DB185,DBW698",Short,1,R/W,1000,,,,,,,,,,XLFJ地道风机,
XQJ.带电,"DB185,D1980.1",Boolean,1,RO,1000,,,,,,,,,,XQJ湿式洗气机,
XQJ.挂牌,"DB185,DBW2218",Short,1,R/W,1000,,,,,,,,,,XQJ湿式洗气机,
YSC.带电,"DB185,D3186.1",Boolean,1,RO,1000,,,,,,,,,,YSC沉淀池排水泵,
YSC.挂牌,"DB185,DBW3518",Short,1,R/W,1000,,,,,,,,,,YSC沉淀池排水泵,
141L.漏电,"DB300,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
701L.漏电,"DB301,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
702L.漏电,"DB302,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
404.漏电,"DB303,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
311y.漏电,"DB304,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
311a.漏电,"DB305,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
311b.漏电,"DB306,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
324y.漏电,"DB307,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
324a.漏电,"DB308,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
324b.漏电,"DB309,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
902Y.漏电,"DB310,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
907.漏电,"DB311,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
111bZ.漏电,"DB312,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
111aZ.漏电,"DB313,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
111bL.漏电,"DB314,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
111aL.漏电,"DB315,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
114.漏电,"DB316,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
111bR.漏电,"DB317,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
111aR.漏电,"DB318,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
121Y.漏电,"DB319,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
XLFJ.漏电,"DB320,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
157.漏电,"DB321,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
156.漏电,"DB322,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
302.漏电,"DB323,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
304.漏电,"DB324,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
303.漏电,"DB325,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
310y.漏电,"DB326,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
309y.漏电,"DB327,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
310z.漏电,"DB328,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
309z.漏电,"DB329,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
310.漏电,"DB330,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
309.漏电,"DB331,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
357.漏电,"DB332,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
319.漏电,"DB333,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
318.漏电,"DB334,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
317.漏电,"DB335,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
327.漏电,"DB336,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
307.漏电,"DB337,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
306.漏电,"DB338,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
305.漏电,"DB339,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
323B.漏电,"DB340,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
323A.漏电,"DB341,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
SWQ2.漏电,"DB342,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
SWQ1.漏电,"DB343,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
312.漏电,"DB344,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
308B.漏电,"DB345,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
308A.漏电,"DB346,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
902f.漏电,"DB347,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
903f.漏电,"DB348,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
902.漏电,"DB349,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
903.漏电,"DB350,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
127.漏电,"DB351,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
128.漏电,"DB352,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
129.漏电,"DB353,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
130.漏电,"DB354,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
131.漏电,"DB355,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
132.漏电,"DB356,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
316f.漏电,"DB357,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
332f.漏电,"DB358,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
316.漏电,"DB359,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
332.漏电,"DB360,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
343.漏电,"DB361,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
342.漏电,"DB362,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
341.漏电,"DB363,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
334.漏电,"DB364,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
336y.漏电,"DB365,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
336.漏电,"DB366,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
352y.漏电,"DB367,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
XQJ.漏电,"DB368,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
352.漏电,"DB369,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
338f.漏电,"DB370,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
354.漏电,"DB371,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
406B.漏电,"DB372,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
406A.漏电,"DB373,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
328.漏电,"DB374,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
356.漏电,"DB375,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
403.漏电,"DB376,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
402.漏电,"DB377,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
405.漏电,"DB378,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
711y.漏电,"DB380,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
711.漏电,"DB381,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
713EZ.漏电,"DB382,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
713GZ.漏电,"DB383,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
713AZ.漏电,"DB384,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
713CZ.漏电,"DB385,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
712EZ.漏电,"DB386,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
712GZ.漏电,"DB387,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
712AZ.漏电,"DB388,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
712CZ.漏电,"DB389,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
338.漏电,"DB390,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
YSC1.漏电,"DB391,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
YSC2.漏电,"DB392,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
721Z.漏电,"DB393,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
725Z.漏电,"DB394,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
729Z.漏电,"DB395,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
733Z.漏电,"DB396,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
743.漏电,"DB397,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
744.漏电,"DB398,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
721.漏电,"DB399,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
722.漏电,"DB400,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
723.漏电,"DB401,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
724.漏电,"DB402,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
725.漏电,"DB403,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
726.漏电,"DB404,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
727.漏电,"DB405,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
728.漏电,"DB406,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
729.漏电,"DB407,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
730.漏电,"DB408,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
731.漏电,"DB409,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
732.漏电,"DB410,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
733.漏电,"DB411,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
734.漏电,"DB412,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
735.漏电,"DB413,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
736.漏电,"DB414,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
301.漏电,"DB415,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
121.漏电,"DB416,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
141.漏电,"DB417,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
911.漏电,"DB418,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
122.漏电,"DB419,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
901.漏电,"DB420,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
320.漏电,"DB421,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
321.漏电,"DB422,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
713.漏电,"DB423,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
712.漏电,"DB424,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
702.漏电,"DB425,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
701.漏电,"DB426,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
351.漏电,"DB427,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
353.漏电,"DB428,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
349.漏电,"DB429,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
350.漏电,"DB430,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
342f.漏电,"DB431,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
343f.漏电,"DB432,D10.4",Boolean,1,RO,1000,,,,,,,,,,,
141L.过热,"DB300,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
701L.过热,"DB301,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
702L.过热,"DB302,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
404.过热,"DB303,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
311y.过热,"DB304,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
311a.过热,"DB305,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
311b.过热,"DB306,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
324y.过热,"DB307,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
324a.过热,"DB308,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
324b.过热,"DB309,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
902Y.过热,"DB310,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
907.过热,"DB311,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
111bZ.过热,"DB312,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
111aZ.过热,"DB313,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
111bL.过热,"DB314,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
111aL.过热,"DB315,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
114.过热,"DB316,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
111bR.过热,"DB317,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
111aR.过热,"DB318,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
121Y.过热,"DB319,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
XLFJ.过热,"DB320,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
157.过热,"DB321,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
156.过热,"DB322,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
302.过热,"DB323,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
304.过热,"DB324,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
303.过热,"DB325,D9.7",Boolean,1,RO,1000,,,,,,,,,,,
